X	Y	Z
4298601.41	5506995.53	141.16
4298601.43	5507094.14	140.316
4298601.43	5507102.28	140.344
4298601.44	5506929.69	143.73
4298601.47	5507070.53	140.282
4298601.49	5507067.97	140.984
4298601.52	5506992.69	140.521
4298601.52	5507130.27	140.888
4298601.57	5507121.73	140.485
4298601.6	5506981.73	140.252
4298601.65	5507105.04	140.331
4298601.68	5507107.82	140.327
4298601.69	5506975.52	141.411
4298601.75	5507096.88	140.306
4298601.75	5507110.51	140.308
4298601.76	5507075.84	140.157
4298601.81	5507133.06	140.877
4298601.83	5507081.02	140.151
4298601.84	5507124.5	140.469
4298601.87	5507113.27	140.295
4298601.94	5507091.55	140.12
4298601.94	5507086.24	140.123
4298602.01	5506966.99	143.12
4298602.04	5507116.02	140.282
4298602.05	5507099.63	140.295
4298602.06	5506975.63	140.635
4298602.08	5507135.85	140.867
4298602.08	5507161.62	141.675
4298602.1	5507127.27	140.455
4298602.11	5507073.17	140.274
4298602.11	5506978.96	140.322
4298602.13	5507070.59	140.973
4298602.16	5507058.48	142.437
4298602.25	5506987.32	140.39
4298602.25	5507173.49	141.56
4298602.28	5507118.77	140.268
4298602.32	5506984.59	140.357
4298602.33	5507078.5	140.154
4298602.33	5507102.38	140.284
4298602.33	5507138.64	140.857
4298602.34	5507094.27	140.112
4298602.35	5506992.99	141.16
4298602.36	5507130.04	140.444
4298602.39	5506990.12	140.523
4298602.44	5507088.94	140.116
4298602.45	5507083.69	140.146
4298602.51	5507000.59	143.003
4298602.56	5507121.52	140.253
4298602.56	5507105.14	140.275
4298602.56	5506981.93	140.319
4298602.59	5507141.42	140.847
4298602.61	5507132.81	140.435
4298602.62	5507107.9	140.272
4298602.65	5507097	140.102
4298602.67	5507189.67	141.48
4298602.72	5507110.54	140.257
4298602.74	5507075.81	140.269
4298602.75	5506976.15	140.421
4298602.76	5507073.23	140.967
4298602.82	5507167.57	141.631
4298602.83	5507124.26	140.242
4298602.84	5507144.21	140.836
4298602.85	5507135.58	140.426
4298602.88	5507113.27	140.247
4298602.91	5507091.64	140.11
4298602.91	5507081.17	140.151
4298602.94	5507099.74	140.091
4298602.95	5506979.35	140.25
4298603	5506867	144.12
4298603.01	5507086.36	140.14
4298603.06	5507115.99	140.237
4298603.06	5506973.07	141.409
4298603.09	5507127.01	140.233
4298603.09	5507138.35	140.416
4298603.09	5507147	140.827
4298603.1	5507037.61	142.75
4298603.18	5506990.42	141.159
4298603.21	5507102.48	140.08
4298603.28	5507094.35	140.102
4298603.3	5506987.57	140.526
4298603.32	5507118.72	140.226
4298603.33	5507129.76	140.226
4298603.34	5507078.46	140.265
4298603.34	5506984.83	140.394
4298603.34	5507141.12	140.407
4298603.34	5507149.79	140.819
4298603.38	5507075.86	140.962
4298603.42	5506973.19	140.628
4298603.45	5507105.22	140.07
4298603.47	5507089.06	140.134
4298603.52	5506976.59	140.317
4298603.53	5506982.15	140.36
4298603.54	5507083.82	140.145
4298603.55	5507107.97	140.066
4298603.55	5507132.51	140.221
4298603.56	5507097.08	140.093
4298603.6	5507121.44	140.214
4298603.6	5507152.58	140.812
4298603.61	5507143.89	140.396
4298603.68	5507110.55	140.056
4298603.76	5507135.25	140.215
4298603.85	5507099.81	140.083
4298603.85	5507155.37	140.805
4298603.86	5507113.25	140.051
4298603.87	5507124.16	140.206
4298603.87	5506979.53	140.322
4298603.88	5507146.65	140.386
4298603.89	5507091.76	140.129
4298603.96	5507081.1	140.26
4298603.98	5507138	140.209
4298604	5507078.49	140.96
4298604.06	5507115.95	140.046
4298604.06	5506987.86	141.16
4298604.06	5507064.19	142.399
4298604.08	5507086.5	140.14
4298604.1	5506973.72	140.417
4298604.11	5507158.16	140.799
4298604.11	5506882.38	144.16
4298604.12	5507102.54	140.072
4298604.13	5507126.88	140.199
4298604.13	5506791.57	144.66
4298604.16	5507149.42	140.378
4298604.2	5507197.55	140.604
4298604.22	5507094.47	140.123
4298604.23	5507140.75	140.202
4298604.33	5507118.65	140.04
4298604.33	5506976.97	140.251
4298604.33	5506985.06	140.532
4298604.35	5507129.6	140.194
4298604.35	5506970.58	141.41
4298604.36	5507105.28	140.063
4298604.38	5507160.94	140.795
4298604.43	5507152.18	140.37
4298604.48	5507097.19	140.116
4298604.49	5507089.19	140.135
4298604.49	5506982.37	140.4
4298604.5	5507108.01	140.059
4298604.51	5507143.5	140.194
4298604.53	5507132.33	140.19
4298604.6	5507083.74	140.255
4298604.61	5507121.35	140.034
4298604.63	5507081.12	140.957
4298604.66	5507110.54	140.053
4298604.67	5507163.73	140.793
4298604.7	5507154.95	140.362
4298604.71	5506970.72	140.624
4298604.72	5507135.06	140.186
4298604.75	5507099.92	140.108
4298604.79	5506979.73	140.367
4298604.82	5507146.24	140.186
4298604.86	5507113.21	140.051
4298604.86	5507091.89	140.131
4298604.87	5506974.18	140.313
4298604.89	5507124.04	140.03
4298604.92	5507137.78	140.181
4298604.99	5507157.72	140.355
4298605	5506877	144.17
4298605.02	5507102.64	140.1
4298605.04	5506985.34	141.165
4298605.06	5507166.5	140.795
4298605.09	5507115.89	140.049
4298605.11	5507148.98	140.179
4298605.12	5507086.4	140.25
4298605.15	5507126.74	140.028
4298605.15	5507094.6	140.126
4298605.16	5507140.51	140.174
4298605.22	5506977.14	140.327
4298605.27	5507105.36	140.093
4298605.27	5507160.48	140.35
4298605.28	5507083.74	140.953
4298605.33	5506962.01	143.114
4298605.35	5507129.45	140.027
4298605.36	5507118.56	140.046
4298605.37	5506944.17	143.47
4298605.4	5507097.32	140.121
4298605.41	5507151.72	140.172
4298605.41	5506971.28	140.414
4298605.43	5506982.58	140.541
4298605.45	5507108.09	140.09
4298605.46	5507143.23	140.166
4298605.49	5507132.15	140.026
4298605.49	5507089.09	140.246
4298605.49	5507169.27	140.797
4298605.58	5507163.25	140.346
4298605.63	5507110.55	140.087
4298605.65	5507134.85	140.025
4298605.65	5507121.23	140.043
4298605.65	5506968.1	141.407
4298605.65	5506838.93	144.12
4298605.66	5507100.03	140.115
4298605.68	5506974.57	140.252
4298605.7	5506995.48	143.073
4298605.71	5507154.46	140.166
4298605.71	5506979.94	140.409
4298605.79	5507086.4	140.951
4298605.8	5507145.94	140.156
4298605.8	5507091.79	140.243
4298605.81	5507069.95	142.388
4298605.84	5507137.56	140.023
4298605.87	5507113.21	140.089
4298605.87	5507172.04	140.79
4298605.93	5507123.91	140.042
4298605.93	5507102.75	140.109
4298605.98	5507166	140.347
4298606	5507194	140.69
4298606.02	5507157.2	140.16
4298606.02	5506968.25	140.616
4298606.06	5507094.49	140.24
4298606.07	5507140.26	140.019
4298606.1	5506977.33	140.375
4298606.1	5506982.85	141.174
4298606.11	5507115.85	140.09
4298606.12	5507148.65	140.148
4298606.13	5507089.08	140.95
4298606.18	5507105.46	140.104
4298606.19	5507126.58	140.043
4298606.2	5506971.76	140.311
4298606.2	5507174.82	140.777
4298606.29	5507097.19	140.236
4298606.33	5507159.94	140.155
4298606.38	5507129.26	140.043
4298606.39	5507142.95	140.012
4298606.4	5507118.5	140.09
4298606.4	5507108.18	140.101
4298606.41	5507168.74	140.347
4298606.41	5507091.77	140.95
4298606.45	5507151.36	140.141
4298606.47	5507177.61	140.761
4298606.48	5507131.94	140.044
4298606.51	5507006.07	143.13
4298606.54	5507099.9	140.233
4298606.56	5506974.75	140.332
4298606.6	5507134.62	140.044
4298606.6	5506980.14	140.554
4298606.61	5507110.59	140.102
4298606.64	5507094.47	140.95
4298606.65	5507162.68	140.152
4298606.68	5507180.4	140.74
4298606.69	5507121.15	140.091
4298606.74	5506968.84	140.411
4298606.76	5507145.63	140.004
4298606.77	5507137.3	140.043
4298606.77	5507154.08	140.133
4298606.8	5507102.6	140.229
4298606.81	5507171.5	140.34
4298606.85	5507097.16	140.95
4298606.87	5507113.21	140.106
4298606.95	5506965.62	141.4
4298606.96	5507183.19	140.712
4298606.97	5507123.8	140.092
4298606.99	5506977.53	140.421
4298607	5507139.98	140.04
4298607.02	5506972.18	140.254
4298607.06	5507165.41	140.153
4298607.07	5507105.3	140.226
4298607.1	5507156.79	140.125
4298607.1	5507099.86	140.95
4298607.11	5507148.32	139.997
4298607.14	5507115.83	140.11
4298607.16	5507174.25	140.328
4298607.23	5507126.45	140.095
4298607.24	5506980.4	141.187
4298607.25	5507185.97	140.68
4298607.32	5507108	140.223
4298607.32	5506965.78	140.606
4298607.34	5507142.65	140.033
4298607.36	5507102.55	140.95
4298607.39	5507075.76	142.404
4298607.4	5507129.1	140.097
4298607.43	5507118.46	140.114
4298607.44	5507159.5	140.119
4298607.45	5507177.02	140.312
4298607.45	5506974.95	140.382
4298607.46	5507151	139.99
4298607.46	5507131.76	140.1
4298607.51	5507168.13	140.154
4298607.53	5507052.6	142.67
4298607.55	5507110.36	140.227
4298607.55	5506969.35	140.31
4298607.56	5507134.42	140.101
4298607.56	5507188.76	140.646
4298607.62	5507105.24	140.95
4298607.68	5507179.79	140.292
4298607.71	5507137.08	140.101
4298607.73	5507145.3	140.024
4298607.73	5507121.08	140.117
4298607.79	5507162.21	140.114
4298607.81	5507153.69	139.983
4298607.84	5507112.96	140.233
4298607.85	5506977.73	140.569
4298607.86	5507215.75	142.185
4298607.88	5507209.54	141.37
4298607.9	5507107.93	140.95
4298607.92	5507191.53	140.615
4298607.93	5507139.73	140.098
4298607.93	5507170.86	140.149
4298607.93	5506972.38	140.337
4298607.95	5507182.56	140.265
4298608.01	5507123.7	140.122
4298608.06	5506896.79	143.98
4298608.08	5506966.42	140.409
4298608.11	5507147.96	140.016
4298608.13	5507115.56	140.239
4298608.15	5507110.25	140.951
4298608.16	5507156.37	139.976
4298608.21	5507164.92	140.112
4298608.21	5506963.25	141.406
4298608.23	5507185.32	140.233
4298608.27	5507126.33	140.127
4298608.28	5507142.37	140.091
4298608.3	5507173.59	140.139
4298608.33	5506975.16	140.431
4298608.39	5506969.8	140.259
4298608.41	5507128.96	140.131
4298608.43	5507118.16	140.244
4298608.44	5507131.6	140.135
4298608.44	5506990.12	143.08
4298608.45	5507112.83	140.954
4298608.46	5506977.99	141.202
4298608.49	5507150.62	140.008
4298608.5	5507134.23	140.137
4298608.52	5507159.06	139.971
4298608.52	5507188.09	140.201
4298608.52	5506956.96	143.12
4298608.62	5507176.33	140.127
4298608.64	5507136.87	140.138
4298608.64	5506963.43	140.632
4298608.66	5507081.64	142.403
4298608.67	5507167.61	140.112
4298608.71	5507145	140.081
4298608.73	5507120.76	140.25
4298608.76	5507115.41	140.958
4298608.84	5506972.6	140.388
4298608.85	5507139.5	140.135
4298608.86	5507153.27	140
4298608.87	5507190.85	140.17
4298608.88	5507179.07	140.111
4298608.888	5507220.976	142.73
4298608.89	5507161.74	139.966
4298608.92	5506966.96	140.315
4298609	5507194	140.61
4298609.02	5507123.36	140.256
4298609.07	5507117.99	140.961
4298609.1	5507170.31	140.107
4298609.11	5507147.63	140.072
4298609.15	5507181.82	140.086
4298609.19	5506975.37	140.581
4298609.23	5507142.11	140.128
4298609.25	5507155.93	139.992
4298609.28	5507125.97	140.262
4298609.32	5507164.42	139.963
4298609.32	5506970.02	140.347
4298609.37	5507120.58	140.964
4298609.39	5507131.2	140.271
4298609.4	5507128.58	140.267
4298609.41	5507184.57	140.058
4298609.41	5506805.93	144.38
4298609.43	5507133.82	140.273
4298609.46	5506964.06	140.434
4298609.5	5507173.01	140.097
4298609.51	5507150.26	140.063
4298609.51	5507067.44	142.71
4298609.54	5507136.43	140.274
4298609.56	5506960.67	141.398
4298609.6	5507196.74	140.549
4298609.63	5507158.59	139.985
4298609.66	5507123.16	140.967
4298609.68	5507144.7	140.117
4298609.69	5507187.31	140.029
4298609.74	5506972.83	140.439
4298609.74	5507087.57	142.393
4298609.75	5507139.04	140.271
4298609.8	5507167.09	139.963
4298609.81	5506967.45	140.275
4298609.81	5506975.64	141.214
4298609.85	5507175.72	140.086
4298609.86	5507193.33	140.164
4298609.92	5507152.89	140.054
4298609.92	5507125.75	140.969
4298610	5507199	140.49
4298610	5507130.95	140.971
4298610	5507023.7	143.137
4298610.01	5507190.05	140.001
4298610.02	5507161.25	139.978
4298610.02	5507133.55	140.969
4298610.03	5507128.35	140.971
4298610.05	5506960.88	140.654
4298610.11	5507147.3	140.107
4298610.12	5507136.15	140.966
4298610.13	5507178.44	140.07
4298610.14	5507141.63	140.262
4298610.25	5507169.76	139.96
4298610.26	5506970.27	140.402
4298610.31	5507199.44	140.497
4298610.31	5507017.75	143.163
4298610.33	5507155.52	140.044
4298610.33	5507138.74	140.959
4298610.36	5506964.61	140.342
4298610.4	5507181.16	140.046
4298610.43	5507196.05	140.107
4298610.45	5507093.54	142.372
4298610.46	5507163.9	139.973
4298610.54	5507149.91	140.097
4298610.61	5507029.64	143.017
4298610.62	5506973.06	140.591
4298610.63	5507144.2	140.249
4298610.65	5507183.89	140.018
4298610.67	5507172.43	139.953
4298610.73	5507141.31	140.945
4298610.74	5507158.15	140.036
4298610.77	5506967.7	140.372
4298610.85	5506853.01	144.22
4298610.91	5507186.61	139.99
4298610.91	5507192.55	139.995
4298610.92	5506961.53	140.47
4298610.95	5507166.54	139.972
4298610.97	5507152.51	140.087
4298610.99	5506958.14	141.437
4298611.06	5507175.11	139.945
4298611.06	5507099.54	142.355
4298611.06	5507011.85	143.19
4298611.08	5507146.78	140.238
4298611.11	5507198.74	140.059
4298611.15	5507160.77	140.027
4298611.19	5506970.52	140.457
4298611.2	5506951.6	143.174
4298611.21	5507189.33	139.963
4298611.24	5507143.86	140.927
4298611.25	5506973.35	141.223
4298611.26	5506984.8	143.077
4298611.3	5506965.1	140.302
4298611.33	5507035.59	142.914
4298611.36	5507177.8	139.932
4298611.4	5507155.11	140.076
4298611.42	5507169.18	139.968
4298611.44	5507195.25	139.944
4298611.53	5506958.37	140.719
4298611.54	5507149.36	140.225
4298611.54	5507201.96	140.497
4298611.6	5507163.4	140.02
4298611.62	5507180.5	139.91
4298611.72	5507146.42	140.91
4298611.72	5507105.52	142.415
4298611.74	5506967.98	140.436
4298611.83	5507157.71	140.065
4298611.86	5507183.2	139.885
4298611.87	5507171.83	139.962
4298611.87	5507041.55	142.854
4298611.88	5506962.12	140.393
4298611.99	5507151.93	140.213
4298611.99	5506911.28	143.86
4298612.01	5507191.84	139.954
4298612.09	5507166.02	140.016
4298612.09	5506970.78	140.613
4298612.1	5507197.93	139.902
4298612.11	5507185.9	139.86
4298612.19	5507148.97	140.892
4298612.26	5507082.3	142.59
4298612.27	5507160.31	140.054
4298612.28	5507174.48	139.954
4298612.29	5507201.26	140.057
4298612.29	5507111.52	142.452
4298612.33	5506965.38	140.394
4298612.38	5507188.6	139.836
4298612.45	5507154.51	140.199
4298612.45	5506959.04	140.539
4298612.51	5507194.52	139.908
4298612.53	5506955.67	141.538
4298612.59	5507168.63	140.013
4298612.61	5507177.15	139.942
4298612.66	5507151.53	140.874
4298612.71	5506968.26	140.499
4298612.73	5507162.91	140.045
4298612.74	5506971.1	141.245
4298612.75	5507047.48	142.855
4298612.79	5507117.52	142.472
4298612.87	5507179.82	139.921
4298612.87	5506962.65	140.37
4298612.91	5507157.09	140.186
4298613	5507031	142.95
4298613	5507024.99	143.128
4298613	5507018.99	143.16
4298613.02	5507204.33	140.52
4298613.06	5507171.25	140.007
4298613.08	5507191.12	139.827
4298613.09	5507182.5	139.897
4298613.11	5506955.92	140.838
4298613.14	5507197.18	139.87
4298613.14	5507154.09	140.855
4298613.22	5507200.44	139.901
4298613.23	5507165.5	140.04
4298613.24	5507006.27	143.202
4298613.32	5507185.18	139.873
4298613.35	5506965.67	140.453
4298613.36	5507159.67	140.172
4298613.43	5506959.65	140.469
4298613.44	5507053.42	142.807
4298613.5	5507173.87	140
4298613.55	5507193.79	139.787
4298613.57	5507187.85	139.85
4298613.58	5507123.48	142.436
4298613.62	5507156.64	140.835
4298613.65	5506968.57	140.663
4298613.71	5507203.64	140.077
4298613.75	5507168.09	140.036
4298613.83	5507162.24	140.159
4298613.86	5507176.51	139.989
4298613.94	5506962.97	140.472
4298613.95	5507013.14	143.189
4298613.96	5506953.14	141.606
4298614.04	5506956.58	140.646
4298614.04	5507059.39	142.735
4298614.09	5507159.2	140.815
4298614.11	5507179.16	139.968
4298614.11	5506946.38	143.235
4298614.16	5507196.43	139.754
4298614.17	5507190.39	139.838
4298614.19	5507199.69	139.867
4298614.24	5507170.68	140.03
4298614.25	5506979.58	143.059
4298614.32	5507181.82	139.945
4298614.33	5506968.91	141.3
4298614.35	5507164.81	140.151
4298614.37	5506965.98	140.51
4298614.46	5506960.2	140.452
4298614.5	5507206.7	140.528
4298614.53	5507184.47	139.922
4298614.53	5506819.66	144.31
4298614.57	5507202.83	139.92
4298614.57	5507161.76	140.796
4298614.57	5507129.42	142.362
4298614.58	5507065.35	142.659
4298614.59	5506953.41	140.925
4298614.6	5507193.04	139.803
4298614.68	5506987.92	143.24
4298614.7	5507096.98	142.59
4298614.72	5507173.27	140.025
4298614.76	5507187.12	139.899
4298614.88	5507167.37	140.146
4298614.96	5506771.45	144.78
4298615.01	5506963.31	140.542
4298615.03	5506957.2	140.568
4298615.09	5507164.31	140.782
4298615.1	5507175.88	140.014
4298615.14	5507000.59	143.214
4298615.15	5507198.94	139.752
4298615.15	5507206.01	140.083
4298615.19	5507195.66	139.774
4298615.22	5507071.31	142.578
4298615.24	5506950.53	141.629
4298615.24	5507007.27	143.202
4298615.26	5507189.67	139.886
4298615.35	5507178.51	139.994
4298615.36	5506966.3	140.683
4298615.38	5507135.39	142.307
4298615.38	5506926.25	143.43
4298615.4	5507169.94	140.139
4298615.47	5507202.09	139.881
4298615.52	5507059.42	142.67
4298615.54	5507181.14	139.971
4298615.54	5506954.07	140.724
4298615.56	5506960.55	140.554
4298615.65	5507192.3	139.855
4298615.65	5507166.85	140.772
4298615.74	5507183.77	139.949
4298615.91	5507172.51	140.134
4298615.92	5506950.82	140.969
4298615.94	5507186.4	139.927
4298615.96	5507205.21	139.927
4298615.98	5507221.47	142.16
4298616	5507049	142.86
4298616.01	5507215.26	141.345
4298616.04	5507209.05	140.53
4298616.05	5507141.37	142.279
4298616.06	5506957.76	140.54
4298616.07	5506963.67	140.608
4298616.08	5506966.65	141.328
4298616.12	5507198.16	139.77
4298616.19	5507169.39	140.761
4298616.19	5507077.22	142.493
4298616.21	5507194.91	139.83
4298616.31	5507175.09	140.122
4298616.34	5507188.97	139.912
4298616.36	5507201.34	139.764
4298616.54	5506954.7	140.638
4298616.55	5507177.7	140.102
4298616.56	5506947.93	141.651
4298616.58	5507054.85	142.79
4298616.65	5507208.35	140.085
4298616.66	5506960.93	140.625
4298616.7	5507191.58	139.885
4298616.72	5507171.94	140.751
4298616.73	5507180.31	140.079
4298616.81	5507204.47	139.886
4298616.86	5506994.85	143.223
4298616.9	5507147.33	142.415
4298616.91	5507182.92	140.056
4298616.91	5506951.5	140.766
4298617.08	5507197.41	139.824
4298617.09	5507185.54	140.035
4298617.1	5507083.14	142.462
4298617.11	5506964.04	140.804
4298617.13	5506941.21	143.3
4298617.14	5507174.5	140.736
4298617.14	5507001.58	143.214
4298617.16	5506958.12	140.627
4298617.17	5507060.69	142.716
4298617.23	5507194.16	139.863
4298617.26	5507200.58	139.778
4298617.29	5506948.25	141.013
4298617.32	5507111.72	142.62
4298617.34	5506974.41	142.934
4298617.38	5507177.09	140.711
4298617.4	5507188.12	140.015
4298617.42	5507207.55	139.929
4298617.53	5507153.32	142.393
4298617.56	5507179.69	140.683
4298617.57	5507211.39	140.528
4298617.58	5506955.26	140.603
4298617.65	5507203.72	139.769
4298617.72	5507190.72	139.992
4298617.73	5507182.28	140.657
4298617.74	5506961.33	140.691
4298617.75	5507066.54	142.634
4298617.8	5507033.69	142.89
4298617.87	5506964.41	141.47
4298617.9	5507184.88	140.631
4298617.91	5506945.36	141.681
4298617.95	5506952.14	140.679
4298618.02	5507089.06	142.43
4298618.04	5507196.67	139.856
4298618.14	5507187.47	140.606
4298618.15	5507199.84	139.828
4298618.16	5507159.31	142.332
4298618.22	5507193.28	139.973
4298618.24	5507206.8	139.888
4298618.25	5507210.59	140.04
4298618.26	5506958.52	140.683
4298618.31	5506948.93	140.807
4298618.43	5507190.05	140.581
4298618.43	5506989.07	143.228
4298618.49	5507202.96	139.782
4298618.56	5507072.36	142.544
4298618.62	5506878.38	144.18
4298618.64	5506785.08	144.55
4298618.69	5506945.7	141.063
4298618.7	5506955.65	140.677
4298618.8	5506961.73	140.901
4298618.91	5507165.29	142.205
4298618.93	5507192.61	140.559
4298618.97	5507195.79	139.963
4298619.02	5506952.73	140.644
4298619.03	5507199.1	139.856
4298619.04	5507206.05	139.773
4298619.04	5506995.88	143.223
4298619.11	5507213.73	140.523
4298619.12	5507209.67	139.924
4298619.33	5507202.21	139.83
4298619.34	5506958.93	140.732
4298619.36	5506942.84	141.714
4298619.37	5506949.59	140.72
4298619.44	5507126.81	142.54
4298619.45	5507078.16	142.484
4298619.47	5507094.87	142.415
4298619.6	5506962.13	141.58
4298619.63	5507195.11	140.543
4298619.72	5506935.84	143.335
4298619.73	5506946.37	140.853
4298619.73	5506833.74	144.16
4298619.78	5507212.91	140.035
4298619.8	5506956.06	140.72
4298619.84	5507205.28	139.784
4298619.9	5507198.23	139.957
4298620.01	5507208.81	139.844
4298620.01	5507189.06	140.939
4298620.17	5507201.47	139.855
4298620.17	5506953.14	140.711
4298620.18	5506943.19	141.118
4298620.21	5506983.36	143.185
4298620.28	5507083.98	142.455
4298620.29	5507171.14	142.023
4298620.33	5506969.18	142.882
4298620.4	5506959.35	140.941
4298620.47	5506950.19	140.684
4298620.51	5507197.56	140.53
4298620.65	5507204.53	139.831
4298620.65	5507211.96	139.923
4298620.74	5507216.01	140.517
4298620.74	5507183.08	141.191
4298620.81	5506947.04	140.764
4298620.89	5507207.94	139.77
4298620.89	5506956.5	140.755
4298620.92	5507100.69	142.401
4298620.94	5506940.39	141.755
4298620.94	5506990.18	143.227
4298620.98	5507200.61	139.954
4298621	5507195	140.83
4298621	5507177.08	141.644
4298621	5507039	142.62
4298621.13	5507089.8	142.428
4298621.13	5507002.02	143.13
4298621.14	5507221.88	141.333
4298621.2	5506959.75	141.622
4298621.23	5506943.86	140.902
4298621.27	5507143.83	142.41
4298621.3	5506953.58	140.748
4298621.39	5507215.17	140.03
4298621.44	5507203.78	139.856
4298621.54	5507211.07	139.844
4298621.56	5507199.94	140.52
4298621.61	5506930.16	143.323
4298621.64	5506950.63	140.744
4298621.78	5507207.07	139.821
4298621.78	5506940.76	141.177
4298621.92	5506947.66	140.725
4298621.93	5507106.59	142.4
4298621.96	5506956.94	140.965
4298622.1	5507095.59	142.414
4298622.11	5506977.67	143.118
4298622.21	5507202.92	139.953
4298622.25	5507214.2	139.921
4298622.31	5506944.53	140.811
4298622.41	5507210.16	139.772
4298622.41	5506954.06	140.775
4298622.44	5507218.23	140.511
4298622.46	5507047.75	142.93
4298622.53	5506937.96	141.796
4298622.55	5506892.86	143.93
4298622.64	5506984.42	143.195
4298622.65	5507206.21	139.855
4298622.77	5507202.24	140.514
4298622.77	5506957.35	141.648
4298622.79	5506951.1	140.775
4298622.82	5506941.41	140.957
4298622.95	5506979.17	143.14
4298623.08	5507217.38	140.023
4298623.1	5506948.11	140.777
4298623.12	5507213.28	139.843
4298623.15	5507101.36	142.4
4298623.29	5507209.26	139.824
4298623.32	5506963.95	142.911
4298623.35	5507112.41	142.386
4298623.4	5506938.33	141.238
4298623.42	5506945.15	140.769
4298623.5	5507205.24	139.922
4298623.5	5506954.53	140.993
4298623.74	5507171.44	142.28
4298623.9	5506942.07	140.862
4298623.92	5507216.39	139.916
4298623.92	5506951.61	140.794
4298623.98	5507212.36	139.772
4298624.04	5506800.3	144.63
4298624.12	5506935.52	141.841
4298624.14	5507204.44	140.512
4298624.16	5507208.38	139.86
4298624.23	5506978.65	143.118
4298624.27	5506948.6	140.801
4298624.29	5507220.33	140.506
4298624.34	5506954.96	141.683
4298624.36	5506924.87	143.182
4298624.42	5506972.16	143.1
4298624.44	5506938.97	141.012
4298624.6	5506945.61	140.812
4298624.76	5507215.46	139.839
4298624.85	5507211.44	139.825
4298624.87	5507118.2	142.374
4298624.89	5507219.48	140.018
4298624.93	5506847.82	144.43
4298625	5506942.68	140.816
4298625.01	5507207.38	139.926
4298625.01	5506935.9	141.302
4298625.01	5507016.59	143.01
4298625.03	5506952.1	141.019
4298625.21	5507106.86	142.398
4298625.41	5506949.14	140.811
4298625.49	5506939.62	140.914
4298625.54	5507187.38	141.47
4298625.6	5507214.52	139.769
4298625.65	5507206.56	140.512
4298625.67	5506933.05	141.874
4298625.69	5507218.49	139.913
4298625.7	5507210.52	139.86
4298625.76	5506946.12	140.827
4298625.89	5506952.54	141.717
4298626.04	5506936.52	141.07
4298626.09	5506907.25	143.64
4298626.16	5506943.15	140.85
4298626.24	5507078.46	142.83
4298626.3	5507222.28	140.506
4298626.35	5506958.75	142.985
4298626.44	5507155.59	142.45
4298626.45	5507213.58	139.823
4298626.45	5507123.98	142.364
4298626.5	5507217.56	139.836
4298626.52	5506949.65	141.041
4298626.53	5507209.51	139.926
4298626.58	5506940.22	140.864
4298626.58	5506933.44	141.355
4298626.64	5507112.56	142.384
4298626.74	5507036.85	142.699
4298626.85	5507221.44	140.016
4298626.89	5506973.33	143.1
4298626.9	5506946.67	140.827
4298626.92	5506966.77	143.131
4298627.09	5506937.17	140.969
4298627.1	5506767.03	144.84
4298627.13	5506930.54	141.895
4298627.17	5507208.68	140.507
4298627.28	5507212.65	139.858
4298627.3	5507216.61	139.767
4298627.3	5506943.66	140.856
4298627.39	5506950.1	141.746
4298627.39	5507129.88	142.341
4298627.57	5506919.82	143.164
4298627.6	5507220.46	139.913
4298627.61	5506934.05	141.118
4298627.63	5507061.87	143.16
4298627.73	5506940.69	140.888
4298627.79	5507118.32	142.372
4298627.802	5507195.758	142.29
4298627.98	5507135.84	142.311
4298628.01	5506947.2	141.063
4298628.06	5506930.94	141.395
4298628.08	5507211.62	139.921
4298628.11	5507215.67	139.82
4298628.16	5506937.77	140.915
4298628.36	5507219.54	139.835
4298628.42	5506944.22	140.846
4298628.52	5506927.98	141.873
4298628.61	5506814.46	144.31
4298628.65	5506934.69	141.014
4298628.71	5507210.77	140.498
4298628.84	5507124.1	142.362
4298628.85	5506941.21	140.885
4298628.88	5506947.65	141.774
4298628.9	5507214.73	139.855
4298628.93	5507031.1	142.89
4298629.003	5507179.846	142.18
4298629.09	5506931.53	141.153
4298629.11	5507218.61	139.766
4298629.17	5506859.96	144.26
4298629.3	5506938.24	140.929
4298629.35	5507141.65	142.205
4298629.4	5506953.55	143.089
4298629.46	5507222.49	139.907
4298629.48	5506928.39	141.395
4298629.51	5506944.76	141.086
4298629.67	5507213.7	139.916
4298629.71	5506935.29	140.958
4298629.86	5507217.68	139.818
4298629.87	5506925.41	141.758
4298629.92	5506968.16	143.142
4298629.94	5506941.78	140.864
4298629.95	5507200.88	141.15
4298629.97	5507129.86	142.336
4298630	5507037	143.09
4298630.11	5507206.87	140.819
4298630.12	5506932.16	141.047
4298630.15	5507147.59	142.15
4298630.17	5507221.57	139.829
4298630.27	5507212.85	140.488
4298630.38	5506945.21	141.803
4298630.4	5506938.76	140.917
4298630.51	5506928.97	141.152
4298630.59	5507216.76	139.851
4298630.6	5506914.67	143.158
4298630.78	5506962.22	143.198
4298630.83	5506935.76	140.963
4298630.85	5506925.82	141.312
4298630.87	5507220.64	139.76
4298630.94	5507153.53	142.094
4298631.02	5506942.32	141.109
4298631.09	5506922.77	141.658
4298631.15	5507135.62	142.298
4298631.18	5506932.76	140.987
4298631.31	5507215.75	139.91
4298631.48	5506939.34	140.885
4298631.53	5506929.6	141.046
4298631.58	5507219.72	139.813
